,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,reumatologia,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
3971,CS18933,Centro Polivalente,,CS18933,,,CS18933,CS18933,CS18933,,,CS18933,,,,,,,,CS18933,,,,,Calle de Ayala 108 28006 Madrid,Calle,de Ayala,108,28006.0,Madrid,442772.0,4475388.0
3972,CS18934,Centro Polivalente,,,,,,,,,CS18934,CS18934,,,,,,,,,CS18934,,,,Paseo de la Estación 22 28933 Móstoles,Paseo,de la Estación,22,28933.0,Móstoles,426573.0,4464496.0
3973,CS18935,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS18935,,,,,,,,,,,,,,"Ctra de Andalucía 7,1 28041 Madrid",Ctra,de Andalucía,"7,1",28041.0,Madrid,442259.0,4467621.0
3974,CS18936,Consulta médica,,,,,,,,,,CS18936,,,,,,,,,,,,,Avda Reyes Católicos 6 28220 Majadahonda,Avda,Reyes Católicos,6,28220.0,Majadahonda,426066.0,4480835.0
3975,CS18937,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS18937,,,,,,,,,,,,,,Calle de Federico Moreno Torroba 9 28007 Madrid,Calle,de Federico Moreno Torroba,9,28007.0,Madrid,443387.0,4472939.0
3976,CS18938,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS18938,,,,,,,,,CS18938,,,,,Calle de Hilarión Eslava 55 28015 Madrid,Calle,de Hilarión Eslava,55,28015.0,Madrid,439231.0,4476703.0
3977,CS18939,Centro Polivalente,,,,CS18939,,,CS18939,,,CS18939,,,,,,,,,,,,,Calle de Velázquez 12 28001 Madrid,Calle,de Velázquez,12,28001.0,Madrid,441967.0,4474901.0
3978,CS18940,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18940,,,,,,,,,,,,,,,,Avda del Montepríncipe 5 28925 Alcorcón,Avda,del Montepríncipe,5,28925.0,Alcorcón,428808.0,4472342.0
3979,CS18943,Centro Polivalente,,,,,,,,,CS18943,,,,,,,,,,CS18943,,,,Calle de Agustín de Iturbide 4 28043 Madrid,Calle,de Agustín de Iturbide,4,28043.0,Madrid,445056.0,4479958.0
3980,CS18945,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18945,,CS18945,CS18945,,,,,,,,,,,,,Avda de Juan Carlos I 4 28905 Getafe,Avda,de Juan Carlos I,4,28905.0,Getafe,436961.0,4461055.0
3981,CS18946,Centro Polivalente,,,,,,,,,CS18946,CS18946,,,,,,,,,CS18946,,,,Calle de la Naranja 5 28300 Aranjuez,Calle,de la Naranja,5,28300.0,Aranjuez,448424.0,4431328.0
3982,CS18947,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18947,,CS18947,CS18947,,,,,,,,,,,,,Calle de Juan Mieg 25 28054 Madrid,Calle,de Juan Mieg,25,28054.0,Madrid,438294.0,4469254.0
3983,CS18952,Servicio sanitario integrado en una organización no sanitaria,,,,CS18952,,,,,,,,,,,,,,,,,,,"Calle Castillo de Arévalo 8 28232 Rozas de Madrid, Las",Calle,Castillo de Arévalo,8,28232.0,"Rozas de Madrid, Las",424242.0,4484474.0
3984,CS18955,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS18955,,,,,,,,,,,,,Calle el Nogal 6 28860 Paracuellos de Jarama,Calle,el Nogal,6,28860.0,Paracuellos de Jarama,456168.0,4484406.0
3985,CS18956,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS18956,CS18956,,,,,,,,,,,,,Avda de la Industria 23 28760 Tres Cantos,Avda,de la Industria,23,28760.0,Tres Cantos,440912.0,4495110.0
3986,CS18958,Consulta de otros profesionales sanitarios,,,,,,,,,CS18958,,,,,,,,,,,,,,"Avda de España 24 28710 Molar, El",Avda,de España,24,28710.0,"Molar, El",450841.0,4509363.0
3987,CS18960,Servicio sanitario integrado en una organización no sanitaria,,,,CS18960,,,,,,,,,,,,,,,,,,,Calle de Francisco Gervas 12 28020 Madrid,Calle,de Francisco Gervas,12,28020.0,Madrid,441225.0,4479159.0
3988,CS18961,Consulta médica,,,,,,,,,,,,,,,,CS18961,,,,,,CS18961,Calle de Rafael Calvo 29 28010 Madrid,Calle,de Rafael Calvo,29,28010.0,Madrid,441254.0,4476172.0
3989,CS18964,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18964,,CS18964,CS18964,,,,,,,,,,,,,Plaza de Buenavista 19 28600 Navalcarnero,Plaza,de Buenavista,19,28600.0,Navalcarnero,413654.0,4460630.0
3990,CS18970,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS18970,,,,,,,,,,,,,,,,Calle de Antonio Toledano 36 28028 Madrid,Calle,de Antonio Toledano,36,28028.0,Madrid,443409.0,4474950.0
3991,CS18971,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18971,,CS18971,CS18971,,,,,,,,,,,,,Calle de las Víctimas del Terrorismo S/N 28600 Navalcarnero,Calle,de las Víctimas del Terrorismo,S/N,28600.0,Navalcarnero,415259.0,4460934.0
3992,CS18975,Otros centros especializados,,,,CS18975,CS18975,,,,,,,,,,,,,,,,,,Calle de Joaquín María López 25 28015 Madrid,Calle,de Joaquín María López,25,28015.0,Madrid,439617.0,4476562.0
3993,CS18977,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS18977,,,,,,,,,,,,,,Calle del Océano Índico 14 28760 Tres Cantos,Calle,del Océano Índico,14,28760.0,Tres Cantos,440821.0,4493852.0
3994,CS18978,Otros centros especializados,,,,CS18978,,,CS18978,,,,,,,,,,,,,,,,Calle de Serrano 87 28006 Madrid,Calle,de Serrano,87,28006.0,Madrid,441767.0,4476471.0
3995,CS1898,Otros centros especializados,,,,,,,,,,,,,,,,,CS1898,CS1898,,,,,Calle de Blasco de Garay 10 28015 Madrid,Calle,de Blasco de Garay,10,28015.0,Madrid,439640.0,4475829.0
3996,CS18982,Consulta de otros profesionales sanitarios,,,,,,,,,CS18982,,,,,,,,,,,,,,Paseo de la Estación 31 28904 Getafe,Paseo,de la Estación,31,28904.0,Getafe,438042.0,4463564.0
3997,CS18983,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18983,,,CS18983,,,,,,,,,,,,,Calle de Dulce Chacón 55 28050 Madrid,Calle,de Dulce Chacón,55,28050.0,Madrid,443070.0,4481896.0
3998,CS18984,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS18984,,,,,,,,,,,,,,Bulev de José Prat 35 28032 Madrid,Bulev,de José Prat,35,28032.0,Madrid,447497.0,4472056.0
3999,CS18987,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS18987,,,,,,,,,,,,,,Plaza de los Príncipes de España 26 28924 Alcorcón,Plaza,de los Príncipes de España,26,28924.0,Alcorcón,430520.0,4467200.0
4000,CS18988,Centro de salud mental,,,,,,,,,,,,,,,,,CS18988,CS18988,,,,,Cmno de la Zarzuela 15 28023 Madrid,Cmno,de la Zarzuela,15,28023.0,Madrid,433377.0,4479656.0
4001,CS18989,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18989,,CS18989,,,,,,,,,CS18989,,,,,Calle de Quintiliano 19 28002 Madrid,Calle,de Quintiliano,19,28002.0,Madrid,442736.0,4476857.0
4002,CS1899,Consulta de otros profesionales sanitarios,,,,,,,,,CS1899,,,,,,,,,,,,,,Avda de Burgos 16 28036 Madrid,Avda,de Burgos,16,28036.0,Madrid,442786.0,4480730.0
4003,CS18992,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS18992,,CS18992,CS18992,,,,,,,,,,,,,Calle de El Barbero de Sevilla 31 28222 Majadahonda,Calle,de El Barbero de Sevilla,31,28222.0,Majadahonda,424565.0,4478620.0
4004,CS18995,Otros centros especializados,,,,,,,,,,CS18995,,,,,,CS18995,,,,,,,Calle de San Ernesto 18 28002 Madrid,Calle,de San Ernesto,18,28002.0,Madrid,442827.0,4477832.0
4005,CS18996,Consulta de otros profesionales sanitarios,,,,,,,,,CS18996,,,,,,,,,,,,,,Calle Salcillo 5 28932 Móstoles,Calle,Salcillo,5,28932.0,Móstoles,426661.0,4465195.0
4006,CS18999,Centro de reconocimiento,,,,,,,,,,CS18999,,,,,,,CS18999,,,,,,Ctra de Boadilla-Majadahonda 50 28660 Boadilla del Monte,Ctra,de Boadilla-Majadahonda,50,28660.0,Boadilla del Monte,425303.0,4473556.0
4007,CS1900,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS1900,,,,,,,,,,,,,,Urb de la Fuentebella 52 28980 Parla,Urb,de la Fuentebella,52,28980.0,Parla,434121.0,4453690.0
4008,CS19000,Centro Polivalente,,,,,,,,,,CS19000,,,,,,,CS19000,,,,,,Ctra de Boadilla-Majadahonda 50 28660 Boadilla del Monte,Ctra,de Boadilla-Majadahonda,50,28660.0,Boadilla del Monte,425303.0,4473556.0
4009,CS19001,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19001,,,,,,,,,,,,,,Calle de Nicolás Godoy 23 28026 Madrid,Calle,de Nicolás Godoy,23,28026.0,Madrid,440645.0,4470859.0
4010,CS19003,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19003,CS19003,,,,,,,,,,,,,Ctra de Algete-Casar de Talamanca 9 28130 Valdeolmos-Alalpardo,Ctra,de Algete-Casar de Talamanca,9,28130.0,Valdeolmos-Alalpardo,461741.0,4498829.0
4011,CS19004,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS19004,,,,,,,,,,,,,,,,Calle de la Oca 2 28025 Madrid,Calle,de la Oca,2,28025.0,Madrid,437884.0,4471161.0
4012,CS19006,Otros centros especializados,,,,,,,CS19006,,,,,,,,,,,CS19006,,,,,Calle del Duque de Sesto 40 28009 Madrid,Calle,del Duque de Sesto,40,28009.0,Madrid,442720.0,4474854.0
4013,CS19007,Centro Polivalente,,,,,,,,,CS19007,CS19007,,,,,,,,,CS19007,,,,Paseo Club Deportivo 4 28223 Pozuelo de Alarcón,Paseo,Club Deportivo,4,28223.0,Pozuelo de Alarcón,431802.0,4474608.0
4014,CS19008,Centro Polivalente,,,,CS19008,CS19008,,,,,,,,,,,,,,,,,,Plaza de Alonso Martínez 6 28004 Madrid,Plaza,de Alonso Martínez,6,28004.0,Madrid,441040.0,4475465.0
4015,CS19009,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19009,,,,,,,,,,,,,,Calle de los Robles 10 28922 Alcorcón,Calle,de los Robles,10,28922.0,Alcorcón,428646.0,4465553.0
4016,CS19010,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19010,,CS19010,CS19010,,,,,,,,,,,,,Avda Majadahonda 4 28223 Pozuelo de Alarcón,Avda,Majadahonda,4,28223.0,Pozuelo de Alarcón,430359.0,4476610.0
4017,CS19011,Centro de salud mental,,,,,,,CS19011,,,,,,,,,,CS19011,CS19011,,,,,Calle de Lope de Rueda 43 28009 Madrid,Calle,de Lope de Rueda,43,28009.0,Madrid,442517.0,4474556.0
4018,CS19012,Consulta de otros profesionales sanitarios,,,,,,,,,CS19012,,,,,,,,,,,,,,Avda del Doctor García Tapia 159 28030 Madrid,Avda,del Doctor García Tapia,159,28030.0,Madrid,446597.0,4473180.0
4019,CS19013,Consulta de otros profesionales sanitarios,,,,,,,,,CS19013,,,,,,,,,,,,,,Calle del Santo Ángel 4 28043 Madrid,Calle,del Santo Ángel,4,28043.0,Madrid,444221.0,4478848.0
4020,CS19014,Centro Polivalente,,,,,,,CS19014,,CS19014,,,,,,,,,CS19014,,,,,Paseo de las Acacias 30 28005 Madrid,Paseo,de las Acacias,30,28005.0,Madrid,439837.0,4472786.0
4021,CS19015,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19015,,,,,,,,,,,,,,,,Avda de los Poblados 72 28044 Madrid,Avda,de los Poblados,72,28044.0,Madrid,435778.0,4470109.0
4022,CS19016,Consulta médica,,,,,,,,,,CS19016,,,,,,,,,,,,,Calle Estafeta 2 28109 Alcobendas,Calle,Estafeta,2,28109.0,Alcobendas,444826.0,4485035.0
4023,CS19023,Otros centros especializados,,,,,,,,,CS19023,,,,,,,,,,CS19023,,,,Calle Navarra 4 28913 Leganés,Calle,Navarra,4,28913.0,Leganés,434327.0,4464926.0
4024,CS19032,Centro de reconocimiento,,,,,,,,,,CS19032,,,,,,,,,,,,,"Calle Alfolí 7 28280 Escorial, El",Calle,Alfolí,7,28280.0,"Escorial, El",404321.0,4493238.0
4025,CS19033,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS19033,,,,,,Calle de los Astros 8 28523 Rivas-Vaciamadrid,Calle,de los Astros,8,28523.0,Rivas-Vaciamadrid,453530.0,4467723.0
4026,CS19034,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19034,,CS19034,CS19034,,,,,,,,,,,,,Calle Eras 12 28670 Villaviciosa de Odón,Calle,Eras,12,28670.0,Villaviciosa de Odón,423264.0,4467894.0
4027,CS19035,Consulta de otros profesionales sanitarios,,,,,,,,,CS19035,,,,,,,,,,,,,,Calle las Lilas 9 28925 Alcorcón,Calle,las Lilas,9,28925.0,Alcorcón,431499.0,4467654.0
4028,CS19036,Consulta de otros profesionales sanitarios,,,,,,,,,CS19036,,,,,,,,,,,,,,Avda de la Reina Victoria 60 28003 Madrid,Avda,de la Reina Victoria,60,28003.0,Madrid,439539.0,4477555.0
4029,CS19037,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19037,,,,,,,,,,,,,,,,Calle de Julio Palacios 47 28029 Madrid,Calle,de Julio Palacios,47,28029.0,Madrid,441028.0,4481676.0
4030,CS19038,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19038,,,,,,,,,,,,,,,,"Avda Esparta 6 28232 Rozas de Madrid, Las",Avda,Esparta,6,28232.0,"Rozas de Madrid, Las",422587.0,4485087.0
4031,CS19039,Consulta de otros profesionales sanitarios,,,,,,,,,CS19039,,,,,,,,,,,,,,Calle Doctor Calero 2 28220 Majadahonda,Calle,Doctor Calero,2,28220.0,Majadahonda,425888.0,4480722.0
4032,CS19040,Centro de reconocimiento,,,,,,,,,,CS19040,,,,,,,,,,,,,Paseo de Santa María de la Cabeza 16 28045 Madrid,Paseo,de Santa María de la Cabeza,16,28045.0,Madrid,441028.0,4473052.0
4033,CS19041,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19041,,,,,,,,,,,,,,Calle de San Jaime 52 28031 Madrid,Calle,de San Jaime,52,28031.0,Madrid,446844.0,4470139.0
4034,CS19050,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19050,,,,,,,,,,,,,,Calle de Corazón de María 21 28002 Madrid,Calle,de Corazón de María,21,28002.0,Madrid,443313.0,4477115.0
4035,CS19051,Consulta médica,,,,,,,,,,CS19051,,,,,,,,,,,,,Calle de Camarena 306 28047 Madrid,Calle,de Camarena,306,28047.0,Madrid,435682.0,4470849.0
4036,CS19054,Centro de salud mental,,,,,,,,,,,,,,,,,,CS19054,,,,,Avda de Camilo José Cela 9 28028 Madrid,Avda,de Camilo José Cela,9,28028.0,Madrid,443388.0,4476384.0
4037,CS19055,Consulta de otros profesionales sanitarios,,,,,,,,,CS19055,,,,,,,,,,,,,,Calle Río Arlanza 28 28803 Alcalá de Henares,Calle,Río Arlanza,28,28803.0,Alcalá de Henares,468484.0,4480180.0
4038,CS19056,Consulta de otros profesionales sanitarios,,,,,,,,,CS19056,,,,,,,,,,,,,,Calle de los Palomares 30 28110 Algete,Calle,de los Palomares,30,28110.0,Algete,457521.0,4494206.0
4039,CS19057,Consulta de otros profesionales sanitarios,,,,,,,,,CS19057,,,,,,,,,,,,,,Calle los Lirios 19 28925 Alcorcón,Calle,los Lirios,19,28925.0,Alcorcón,431911.0,4467228.0
4040,CS19059,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS19059,,,,,,,,,,,,,Calle del Oria 30 28002 Madrid,Calle,del Oria,30,28002.0,Madrid,442224.0,4477505.0
4041,CS19061,Consulta de otros profesionales sanitarios,,,,,,,,,CS19061,,,,,,,,,,,,,,Trva Cristo 2 28220 Majadahonda,Trva,Cristo,2,28220.0,Majadahonda,426079.0,4480408.0
4042,CS19064,Consulta de otros profesionales sanitarios,,,,,,,,,CS19064,,,,,,,,,,,,,,Calle de Antonio Romero 21 28025 Madrid,Calle,de Antonio Romero,21,28025.0,Madrid,437945.0,4469555.0
4043,CS19065,Consulta de otros profesionales sanitarios,,,,,,,,,CS19065,,,,,,,,,,,,,,Calle de Alcalá 87 28009 Madrid,Calle,de Alcalá,87,28009.0,Madrid,441853.0,4474702.0
4044,CS19070,Consulta médica,,,,,,,,,,CS19070,,,,,,,,,,,,,Calle de Tutor 23 28008 Madrid,Calle,de Tutor,23,28008.0,Madrid,439325.0,4475454.0
4045,CS19071,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19071,,,,,,,,,,,,,,Plaza de Ramón y Cajal 1 28040 Madrid,Plaza,de Ramón y Cajal,1,28040.0,Madrid,438378.0,4477348.0
4046,CS19073,Centro Polivalente,,,,,,,,,CS19073,,,,,,,,,,,,,,Calle de Maqueda 30 28024 Madrid,Calle,de Maqueda,30,28024.0,Madrid,435054.0,4471716.0
4047,CS19074,Centro de reconocimiento,,,,,,,,,,CS19074,,,,,,,,,,,,,Calle de la Constitución 146 28600 Navalcarnero,Calle,de la Constitución,146,28600.0,Navalcarnero,414311.0,4460008.0
4048,CS19075,Otros centros especializados,,,,,,,,,,,,,,,,,CS19075,CS19075,,,,,Calle de Narváez 14 28009 Madrid,Calle,de Narváez,14,28009.0,Madrid,442643.0,4474904.0
4049,CS19077,Consulta médica,,,,,,,,,,CS19077,,,,,,,,,,,,,Calle de Cochabamba 23 28016 Madrid,Calle,de Cochabamba,23,28016.0,Madrid,442467.0,4478630.0
4050,CS19080,Consulta de otros profesionales sanitarios,,,,,,,,,CS19080,,,,,,,,,,,,,,Avda del Camino de Santiago 1 28050 Madrid,Avda,del Camino de Santiago,1,28050.0,Madrid,442881.0,4483042.0
4051,CS19081,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19081,,CS19081,CS19081,,,,,,,,,,,,,Calle del Cristo de la Victoria 247 28026 Madrid,Calle,del Cristo de la Victoria,247,28026.0,Madrid,439735.0,4470042.0
4052,CS19082,Consulta de otros profesionales sanitarios,,,,,,,,,CS19082,,,,,,,,,,,,,,Calle de las Tablas de Daimiel 3 28924 Alcorcón,Calle,de las Tablas de Daimiel,3,28924.0,Alcorcón,431347.0,4466465.0
4053,CS19083,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19083,,,,,,,,,,,,,,,,Calle de Simón Hernández 30 28937 Móstoles,Calle,de Simón Hernández,30,28937.0,Móstoles,426808.0,4463789.0
4054,CS19085,Centro Polivalente,,,,,,,,,CS19085,CS19085,,,,,,,,,,,,,Avda del Santuario de Valverde 54 28034 Madrid,Avda,del Santuario de Valverde,54,28034.0,Madrid,440826.0,4484128.0
4055,CS19086,Otros centros especializados,,,,CS19086,,,CS19086,,,,,,,,,,,,,,,,Calle de Quintanavides 13 28050 Madrid,Calle,de Quintanavides,13,28050.0,Madrid,443236.0,4483222.0
4056,CS19087,Otros centros especializados,,,,,,,,,,,,,,,,,CS19087,CS19087,,,,,Calle de Antonio Arias 15 28009 Madrid,Calle,de Antonio Arias,15,28009.0,Madrid,443037.0,4474185.0
4057,CS1909,Otros centros especializados,,,,,,,CS1909,,CS1909,CS1909,,,,,,,,,,,,,Calle Colmenar de Oreja 20 28805 Alcalá de Henares,Calle,Colmenar de Oreja,20,28805.0,Alcalá de Henares,470608.0,4482798.0
4058,CS19090,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS19090,,,,,,Plaza de Manuel Becerra 16 28028 Madrid,Plaza,de Manuel Becerra,16,28028.0,Madrid,443328.0,4475440.0
4059,CS19091,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19091,,,,,,,,,,,,,,,,Calle de Gallur 2 28047 Madrid,Calle,de Gallur,2,28047.0,Madrid,437591.0,4472259.0
4060,CS19092,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19092,,CS19092,CS19092,,,,,,,,,,,,,Calle Zuloaga 2 28982 Parla,Calle,Zuloaga,2,28982.0,Parla,435361.0,4454819.0
4061,CS19093,Centro de reconocimiento,,,,,,,,,,CS19093,,,,,,,,,,,,,Calle Palencia 5 28830 San Fernando de Henares,Calle,Palencia,5,28830.0,San Fernando de Henares,454439.0,4475512.0
4062,CS19095,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19095,,,,,,,,,,,,,,Calle de Irlanda 4 28019 Madrid,Calle,de Irlanda,4,28019.0,Madrid,438728.0,4471833.0
4063,CS19096,Centro Polivalente,,,,,,,CS19096,,CS19096,,,,,,,,,,,,,,Calle de Marbella 40 28939 Arroyomolinos,Calle,de Marbella,40,28939.0,Arroyomolinos,422095.0,4459231.0
4064,CS19097,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19097,,,,,,,,,,,,,,Avda de la Albufera 1 28038 Madrid,Avda,de la Albufera,1,28038.0,Madrid,443246.0,4472177.0
4065,CS19098,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19098,,,,,,,,,,,,,,,,Calle de Villajoyosa 83 28041 Madrid,Calle,de Villajoyosa,83,28041.0,Madrid,441333.0,4467404.0
4066,CS1910,Consulta médica,,,,,,,,,,CS1910,,,,,,,,,,,,,"Calle de Federico García Lorca 27 28607 Álamo, El",Calle,de Federico García Lorca,27,28607.0,"Álamo, El",415852.0,4454003.0
4067,CS19103,Consulta médica,,,,CS19103,,,,,,CS19103,,,,,,,,,,,,,Avda de la Gran Vía de Hortaleza 62 28043 Madrid,Avda,de la Gran Vía de Hortaleza,62,28043.0,Madrid,445062.0,4479879.0
4068,CS19104,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19104,,CS19104,CS19104,,,,,,,,,,,,,Calle el Charco 28 28911 Leganés,Calle,el Charco,28,28911.0,Leganés,434726.0,4464539.0
4069,CS19106,Centro Polivalente,,,,,,,,,CS19106,,,,,,,,,,,,,,Gta de Quevedo 5 28015 Madrid,Gta,de Quevedo,5,28015.0,Madrid,440220.0,4476150.0
4070,CS19107,Centro Polivalente,,,,,CS19107,CS19107,CS19107,,CS19107,,CS19107,CS19107,,,CS19107,,CS19107,CS19107,CS19107,,,,Calle de la Hacienda de Pavones 348 28030 Madrid,Calle,de la Hacienda de Pavones,348,28030.0,Madrid,446214.0,4472329.0
4071,CS19110,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,CS19110,,,,,,,,,,,,,,Calle de la Toronga 21 28043 Madrid,Calle,de la Toronga,21,28043.0,Madrid,445126.0,4478647.0
4072,CS19113,Centro Polivalente,,,,,,,CS19113,,,,,,,,,,,,,,,,Calle de Velázquez 48 28001 Madrid,Calle,de Velázquez,48,28001.0,Madrid,442000.0,4475365.0
4073,CS19114,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19114,CS19114,,,,,,,,,,,,,Calle Poitiers 3 28821 Coslada,Calle,Poitiers,3,28821.0,Coslada,451842.0,4474629.0
4074,CS19115,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19115,,CS19115,CS19115,,,,,,,,,,,,,Calle María Curie S/N 28703 San Sebastián de los Reyes,Calle,María Curie,S/N,28703.0,San Sebastián de los Reyes,447223.0,4488000.0
4075,CS19116,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS19116,,,,,,,,,,,,,Avda de Francisco Pi y Margall 78 28050 Madrid,Avda,de Francisco Pi y Margall,78,28050.0,Madrid,444102.0,4482516.0
4076,CS19119,Otros centros especializados,,,,,,CS19119,CS19119,,,CS19119,,CS19119,,,CS19119,CS19119,,,,,,,Calle de Esparteros 11 28012 Madrid,Calle,de Esparteros,11,28012.0,Madrid,440160.0,4474107.0
4077,CS19120,Centro Polivalente,,CS19120,,CS19120,CS19120,CS19120,CS19120,,CS19120,,CS19120,CS19120,,,CS19120,,CS19120,,CS19120,,,,Avda de Peña Prieta 4 28038 Madrid,Avda,de Peña Prieta,4,28038.0,Madrid,443278.0,4472215.0
4078,CS19122,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19122,,CS19122,CS19122,,,,,,,,,,,,,Calle de Villarrobledo 19 28045 Madrid,Calle,de Villarrobledo,19,28045.0,Madrid,442161.0,4471547.0
4079,CS19123,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19123,,,,,,,,,,,,,,Paseo del Comandante Fortea 57 28008 Madrid,Paseo,del Comandante Fortea,57,28008.0,Madrid,437847.0,4475480.0
4080,CS19125,Servicio sanitario integrado en una organización no sanitaria,,,,,,,CS19125,,,,,,,,,,,,,,,,Calle Provisional Iveco-Pegaso Dos S/N 28022 Madrid,Calle,Provisional Iveco-Pegaso Dos,S/N,28022.0,Madrid,453617.0,4477571.0
4081,CS19126,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS19126,,,,,,,,,,,,,,Ctra Boadilla 113 28220 Majadahonda,Ctra,Boadilla,113,28220.0,Majadahonda,426373.0,4479366.0
4082,CS19127,Consulta médica,,CS19127,,,,,,,,,,,,,,,,,,,,,Calle de Don Ramón de la Cruz 88 28006 Madrid,Calle,de Don Ramón de la Cruz,88,28006.0,Madrid,442945.0,4475530.0
