Column,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
3377,CS17684,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Canillejas a Vicálvaro 129 28022 Madrid,Avda,de Canillejas a Vicálvaro,129,28022,Madrid,448178,"4475341"
3378,CS17685,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Plaza de América Española 3 28028 Madrid,Plaza,de América Española,3,28028,Madrid,443815,"4475645"
3379,CS17686,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Saavedra Fajardo 6 28011 Madrid,Calle,de Saavedra Fajardo,6,28011,Madrid,438484,"4474060"
3380,CS17689,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Paseo de los Lanceros 2 28024 Madrid,Paseo,de los Lanceros,2,28024,Madrid,432706,"4470146"
3381,CS17690,Consulta médica,,,,,,,,,,,,,,,,,,psiquiatria,,,,Calle Francisco de Goya 8 28223 Pozuelo de Alarcón,Calle,Francisco de Goya,8,28223,Pozuelo de Alarcón,433089,"4472678"
3382,CS17692,Otros centros especializados,,,,,,,enfermeria,,,,,,,,,,psicologiaclinica,psiquiatria,,,,Calle de la Virgen de Aránzazu 5 28034 Madrid,Calle,de la Virgen de Aránzazu,5,28034,Madrid,441439,"4481894"
3383,CS17696,Consulta médica,,,,,dermatologia,,,,,medicinageneral,,,,,,,,,,,,Calle del General Aranaz 91 28027 Madrid,Calle,del General Aranaz,91,28027,Madrid,445146,"4477663"
3384,CS17700,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Castelló 120 28006 Madrid,Calle,de Castelló,120,28006,Madrid,442294,"4476465"
3385,CS17705,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de Monasterio de El Escorial 55 28049 Madrid,Avda,de Monasterio de El Escorial,55,28049,Madrid,440805,"4484102"
3386,CS17706,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de José Ortega y Gasset 84 28006 Madrid,Calle,de José Ortega y Gasset,84,28006,Madrid,442928,"4475658"
3387,CS17708,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Asura 81 28043 Madrid,Calle,de Asura,81,28043,Madrid,444609,"4478543"
3388,CS17710,Centro móvil de asistencia sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Gta de Valencia 1 28390 Belmonte de Tajo,Gta,de Valencia,1,28390,Belmonte de Tajo,471321,"4442616"
3389,CS17711,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Cáceres 48 28045 Madrid,Calle,de Cáceres,48,28045,Madrid,440619,"4472282"
3390,CS17712,Consulta de otros profesionales sanitarios,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle la Calzada 17 28440 Guadarrama,Calle,la Calzada,17,28440,Guadarrama,407928,"4503116"
3391,CS17713,Consulta médica,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de José Ortega y Gasset 40 28006 Madrid,Calle,de José Ortega y Gasset,40,28006,Madrid,442429,"4475695"
3392,CS17717,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Apodaca 22 28004 Madrid,Calle,de Apodaca,22,28004,Madrid,440670,"4475422"
3393,CS17720,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle de Alfredo Aleix 1 28044 Madrid,Calle,de Alfredo Aleix,1,28044,Madrid,436017,"4468958"
3394,CS17723,Centro Polivalente,,,,,,,,,fisioterapia,,,,,,,,,,rehabilitacion,,,Paseo de la Castellana 172 28046 Madrid,Paseo,de la Castellana,172,28046,Madrid,441565,"4479044"
3395,CS17725,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Bolivia 38 28016 Madrid,Calle,de Bolivia,38,28016,Madrid,442560,"4478991"
3396,CS17726,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle del Doctor Esquerdo 53 28028 Madrid,Calle,del Doctor Esquerdo,53,28028,Madrid,443285,"4474770"
3397,CS17727,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,"Calle Estación 8 28231 Rozas de Madrid, Las",Calle,Estación,8,28231,"Rozas de Madrid, Las",426168,"4483012"
3398,CS17728,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle del Cerro del Castañar 5 28034 Madrid,Calle,del Cerro del Castañar,5,28034,Madrid,440002,"4482091"
3399,CS1773,Centro Polivalente,,,,,dermatologia,,,,fisioterapia,,,,,,,,,,rehabilitacion,,,Calle del Doctor Esquerdo 112 28007 Madrid,Calle,del Doctor Esquerdo,112,28007,Madrid,443125,"4473362"
3400,CS17735,Otros centros especializados,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Capiscol 4 28050 Madrid,Calle,de Capiscol,4,28050,Madrid,442857,"4484325"
3401,CS17738,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Cmno de Valderribas 113 28038 Madrid,Cmno,de Valderribas,113,28038,Madrid,444214,"4471827"
3402,CS17739,Centro Polivalente,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Modesto Lafuente 18 28010 Madrid,Calle,de Modesto Lafuente,18,28010,Madrid,440952,"4476563"
3403,CS17740,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Puerto Navacerrada 57 28935 Móstoles,Calle,Puerto Navacerrada,57,28935,Móstoles,425192,"4466772"
3404,CS17742,Servicio sanitario integrado en una organización no sanitaria,,,,,dermatologia,,,,,medicinageneral,,,,,,,,,,,,Calle de Apolonio Morales 13 28036 Madrid,Calle,de Apolonio Morales,13,28036,Madrid,442115,"4479431"
3405,CS17744,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Ladera del Tomillar 13 28200 San Lorenzo de El Escorial,Calle,Ladera del Tomillar,13,28200,San Lorenzo de El Escorial,404072,"4494679"
3406,CS17745,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Cea Bermúdez 66 28003 Madrid,Calle,de Cea Bermúdez,66,28003,Madrid,439303,"4476769"
3407,CS17748,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Plantío 7 28411 Moralzarzal,Calle,del Plantío,7,28411,Moralzarzal,418285,"4503504"
3408,CS1775,Consulta médica,,,,,,,,,fisioterapia,,,,,,,,,,rehabilitacion,,,Calle Colombia 1 28823 Coslada,Calle,Colombia,1,28823,Coslada,453893,"4475524"
3409,CS17752,Centro Polivalente,alergologia,cardiologia,,cirugiamenorambulatoria,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,,psiquiatria,,,vacunacion,Calle de la Cuesta del Águila 37 28600 Navalcarnero,Calle,de la Cuesta del Águila,37,28600,Navalcarnero,413489,"4460327"
3410,CS17754,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Montesinos 36 28300 Aranjuez,Calle,de Montesinos,36,28300,Aranjuez,448846,"4431653"
3411,CS17757,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de la Lanzada 2 28008 Madrid,Calle,de la Lanzada,2,28008,Madrid,437770,"4475680"
3412,CS17758,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle las Gardenias 7 28925 Alcorcón,Calle,las Gardenias,7,28925,Alcorcón,431647,"4467088"
3413,CS17762,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda del Partenón 10 28042 Madrid,Avda,del Partenón,10,28042,Madrid,447708,"4479363"
3414,CS17764,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle García Martín 18 28224 Pozuelo de Alarcón,Calle,García Martín,18,28224,Pozuelo de Alarcón,432386,"4477790"
3415,CS17767,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Oruro 6 28016 Madrid,Calle,de Oruro,6,28016,Madrid,442412,"4478547"
3416,CS17768,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Víctor de la Serna 22 28016 Madrid,Calle,de Víctor de la Serna,22,28016,Madrid,443075,"4478370"
3417,CS17771,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda Claudio Coello 6 28850 Torrejón de Ardoz,Avda,Claudio Coello,6,28850,Torrejón de Ardoz,461836,"4478133"
3418,CS17775,Consulta médica,,,,,dermatologia,,,,,,,,,,,,,,,,,Calle de Lagasca 18 28001 Madrid,Calle,de Lagasca,18,28001,Madrid,441837,"4474838"
3419,CS17779,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,"Calle Perú 8 28290 Rozas de Madrid, Las",Calle,Perú,8,28290,"Rozas de Madrid, Las",423744,"4488582"
3420,CS17781,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Paseo de la Castellana 130 28046 Madrid,Paseo,de la Castellana,130,28046,Madrid,441480,"4477956"
3421,CS17783,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de la Rioja 49 28691 Villanueva de la Cañada,Avda,de la Rioja,49,28691,Villanueva de la Cañada,415365,"4476566"
3422,CS17784,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Paseo de la Habana 200 28036 Madrid,Paseo,de la Habana,200,28036,Madrid,442344,"4479355"
3423,CS17786,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Doctor Esquerdo 12 28028 Madrid,Calle,del Doctor Esquerdo,12,28028,Madrid,443261,"4475251"
3424,CS17788,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Plaza de la Virgen de los Llanos 7 28044 Madrid,Plaza,de la Virgen de los Llanos,7,28044,Madrid,433844,"4470004"
3425,CS17790,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Cmno Garzo 79 28290 Rozas de Madrid, Las",Cmno,Garzo,79,28290,"Rozas de Madrid, Las",425010,"4489654"
3426,CS17793,Otros centros especializados,,,,,,,,,fisioterapia,,,neurologia,,,,,,,rehabilitacion,,,Calle de los Padres Dominicos 5 28050 Madrid,Calle,de los Padres Dominicos,5,28050,Madrid,444330,"4483961"
3427,CS17799,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle el Nogal 1 28250 Torrelodones,Calle,el Nogal,1,28250,Torrelodones,421213,"4492064"
3428,CS1780,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Buendía 39 28053 Madrid,Calle,de Buendía,39,28053,Madrid,442960,"4470283"
3429,CS17802,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Camino del Molino 40 28600 Navalcarnero,Calle,del Camino del Molino,40,28600,Navalcarnero,413455,"4460115"
3430,CS17806,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Calle Aristóteles 3 28232 Rozas de Madrid, Las",Calle,Aristóteles,3,28232,"Rozas de Madrid, Las",422175,"4485348"
3431,CS17807,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Calle Comunidad de La Rioja 4 28231 Rozas de Madrid, Las",Calle,Comunidad de La Rioja,4,28231,"Rozas de Madrid, Las",425232,"4482711"
3432,CS1781,Centro Polivalente,,,,,dermatologia,,enfermeria,,,medicinageneral,,,,,,,psicologiaclinica,psiquiatria,,,,Calle de Poza de la Sal 24 28031 Madrid,Calle,de Poza de la Sal,24,28031,Madrid,448490,"4469915"
3433,CS17810,Centro Polivalente,,,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Plaza Mayor 14 28939 Arroyomolinos,Plaza,Mayor,14,28939,Arroyomolinos,421751,"4457860"
3434,CS17812,Consulta de otros profesionales sanitarios,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Avda de Nuestra Señora de Valvanera 2 28025 Madrid,Avda,de Nuestra Señora de Valvanera,2,28025,Madrid,437599,"4471331"
3435,CS17813,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Calle Camilo José Cela 14 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,14,28232,"Rozas de Madrid, Las",424299,"4486010"
3436,CS17814,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,,medicinageneral,,neurologia,,,otorrinolaringologia,,,psiquiatria,,,,"Calle Camilo José Cela 14 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,14,28232,"Rozas de Madrid, Las",424299,"4486010"
3437,CS17815,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,,,,,,,pediatria,,,,,,"Calle Santa María 15 28231 Rozas de Madrid, Las",Calle,Santa María,15,28231,"Rozas de Madrid, Las",426557,"4483041"
3438,CS17816,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Colombia 45 28016 Madrid,Calle,de Colombia,45,28016,Madrid,443066,"4478710"
3439,CS17818,Centro Polivalente,alergologia,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Calle el Nogal 1 28250 Torrelodones,Calle,el Nogal,1,28250,Torrelodones,421213,"4492064"
3440,CS17819,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Alto del Esparragal 210 28052 Madrid,Calle,del Alto del Esparragal,210,28052,Madrid,452075,"4472826"
3441,CS17820,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Arturo Soria 316 28033 Madrid,Calle,de Arturo Soria,316,28033,Madrid,443345,"4480985"
3442,CS17821,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Toledo 84 28005 Madrid,Calle,de Toledo,84,28005,Madrid,439707,"4473378"
3443,CS17823,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Doctor Castelo 31 28009 Madrid,Calle,del Doctor Castelo,31,28009,Madrid,442700,"4474641"
3444,CS17827,Consulta médica,,,,,,,,,,,,,,,otorrinolaringologia,,,,,,,Calle de Serrano 63 28006 Madrid,Calle,de Serrano,63,28006,Madrid,441731,"4475993"
3445,CS17828,Centro Polivalente,,,,,,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Pablo Picasso 3 28922 Alcorcón,Calle,Pablo Picasso,3,28922,Alcorcón,428728,"4464783"
3446,CS17830,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle el Nogal 1 28250 Torrelodones,Calle,el Nogal,1,28250,Torrelodones,421213,"4492064"
3447,CS17831,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Nava 4 28210 Valdemorillo,Calle,Nava,4,28210,Valdemorillo,409417,"4483954"
3448,CS17832,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle Real 31 28400 Collado Villalba,Calle,Real,31,28400,Collado Villalba,414789,"4498096"
3449,CS17834,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,psiquiatria,,,,"Calle de las Margaritas 1 28219 Escorial, El",Calle,de las Margaritas,1,28219,"Escorial, El",406163,"4489149"
3450,CS17835,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda Carmen Martín Gaite 17 28919 Leganés,Avda,Carmen Martín Gaite,17,28919,Leganés,436205,"4466381"
3451,CS17837,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Paseo del Prado 4 28014 Madrid,Paseo,del Prado,4,28014,Madrid,441083,"4474299"
3452,CS17839,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424607,"4484500"
3453,CS17840,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle de la Isla Malaita 13 28035 Madrid,Calle,de la Isla Malaita,13,28035,Madrid,438872,"4480668"
3454,CS17842,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de la Encomienda de Palacios 190 28030 Madrid,Calle,de la Encomienda de Palacios,190,28030,Madrid,445514,"4472235"
3455,CS17843,Centro Polivalente,,,,,,,,,fisioterapia,,,,,,,,psicologiaclinica,psiquiatria,,,,Calle de Diego de León 60 28006 Madrid,Calle,de Diego de León,60,28006,Madrid,442603,"4476198"
3456,CS17844,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle del General Castaños 13 28004 Madrid,Calle,del General Castaños,13,28004,Madrid,441147,"4475280"
3457,CS17848,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Luna 29 28691 Villanueva de la Cañada,Calle,Luna,29,28691,Villanueva de la Cañada,414906,"4477619"
3458,CS17849,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Irlanda 2 28943 Fuenlabrada,Calle,de Irlanda,2,28943,Fuenlabrada,432086,"4459744"
3459,CS17853,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle del Príncipe de Viana 11 28023 Madrid,Calle,del Príncipe de Viana,11,28023,Madrid,432455,"4480170"
3460,CS17857,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de los Batanes 4 28770 Colmenar Viejo,Calle,de los Batanes,4,28770,Colmenar Viejo,434213,"4501607"
3461,CS17861,Centro Polivalente,,,,cirugiamenorambulatoria,,,enfermeria,,,,,,,,,,,,,,,Avda de la Albufera 125 28038 Madrid,Avda,de la Albufera,125,28038,Madrid,444076,"4471595"
3462,CS17863,Otros centros especializados,,,,,,,,,,,,neurologia,,,,,psicologiaclinica,psiquiatria,,,,Calle de Hilarión Eslava 55 28015 Madrid,Calle,de Hilarión Eslava,55,28015,Madrid,439231,"4476703"
3463,CS17865,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Ensanche de Vallecas 30 28051 Madrid,Avda,del Ensanche de Vallecas,30,28051,Madrid,448142,"4468848"
3464,CS17869,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de la Aviación 97 28044 Madrid,Avda,de la Aviación,97,28044,Madrid,434501,"4469590"
3465,CS17870,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Conde de Peñalver 31 28006 Madrid,Calle,del Conde de Peñalver,31,28006,Madrid,442685,"4475478"
3466,CS17871,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de la Comunidad Canaria 8 28669 Boadilla del Monte,Calle,de la Comunidad Canaria,8,28669,Boadilla del Monte,426037,"4477280"
3467,CS17873,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de San Sebastián 4 28500 Arganda del Rey,Calle,de San Sebastián,4,28500,Arganda del Rey,461514,"4461758"
3468,CS17876,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de José Picón 21 28028 Madrid,Calle,de José Picón,21,28028,Madrid,443013,"4476310"
3469,CS17877,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle del Patrimonio Mundial 5 28300 Aranjuez,Calle,del Patrimonio Mundial,5,28300,Aranjuez,448240,"4434536"
3470,CS17878,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de José Ortega y Gasset 88 28006 Madrid,Calle,de José Ortega y Gasset,88,28006,Madrid,442964,"4475655"
3471,CS17880,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Versalles 9 28937 Móstoles,Calle,Versalles,9,28937,Móstoles,427557,"4463349"
3472,CS17881,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Tinte 13 28801 Alcalá de Henares,Calle,Tinte,13,28801,Alcalá de Henares,469087,"4481589"
3473,CS17885,Servicio sanitario integrado en una organización no sanitaria,,,,cirugiamenorambulatoria,,,enfermeria,,,,,,,,,,,,,,,Calle de Velázquez 47 28001 Madrid,Calle,de Velázquez,47,28001,Madrid,441963,"4475410"
3474,CS17886,Otros centros especializados,,,,cirugiamenorambulatoria,,,,,,,,,,,,,,,,,,Avda del Siglo XXI 13 28660 Boadilla del Monte,Avda,del Siglo XXI,13,28660,Boadilla del Monte,423551,"4473302"
3475,CS17889,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de las Cuevas de Altamira 29 28054 Madrid,Calle,de las Cuevas de Altamira,29,28054,Madrid,435510,"4468138"
3476,CS17890,Otros centros especializados,,,,cirugiamenorambulatoria,,,enfermeria,,,,,,,,,,,,,,,Calle de Diego de León 33 28006 Madrid,Calle,de Diego de León,33,28006,Madrid,442238,"4476265"
3477,CS17891,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Ctra de Boadilla-Majadahonda 12 28660 Boadilla del Monte,Ctra,de Boadilla-Majadahonda,12,28660,Boadilla del Monte,425504,"4473156"
3478,CS17892,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Paseo de la Chopera 127 28100 Alcobendas,Paseo,de la Chopera,127,28100,Alcobendas,444716,"4488380"
3479,CS17893,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de María de las Mercedes de Borbón 236 28055 Madrid,Calle,de María de las Mercedes de Borbón,236,28055,Madrid,447378,"4482736"
